source language,target language,engine name
ta,hr,Google
ta,ht,Google
ta,hu,Google
ta,hy,Google
ta,id,Google
ta,ig,Google
ta,ilo,Google
ta,is,Google
ta,it,Google
ta,ja,Google
ta,jv,Google
ta,ka,Google
ta,kk,Google
ta,km,Google
ta,kn,Google
ta,ko,Google
ta,ku,Google
ta,ky,Google
ta,la,Google
ta,lb,Google
ta,lg,Google
ta,ln,Google
ta,lo,Google
ta,lt,Google
ta,lv,Google
ta,mai,Google
ta,mg,Google
ta,mi,Google
ta,mk,Google
ta,ml,Google
ta,mn,Google
ta,mni,Google
ta,mr,Google
ta,ms,Google
ta,mt,Google
ta,my,Google
ta,ne,Google
ta,nl,Google
ta,no,Google
ta,nso,Google
ta,ny,Google
ta,om,Google
ta,or,Google
ta,pa,Google
ta,pl,Google
ta,ps,Google
ta,pt,Google
ta,qu,Google
ta,ro,Google
ta,ru,Google
ta,rw,Google
ta,sa,Google
ta,sd,Google
ta,sh,Google
ta,si,Google
ta,simple,Google
ta,sk,Google
ta,sl,Google
ta,sm,Google
ta,sn,Google
ta,so,Google
ta,sq,Google
ta,sr,Google
ta,st,Google
ta,su,Google
ta,sv,Google
ta,sw,Google
ta,te,Google
ta,tg,Google
ta,th,Google
ta,ti,Google
ta,tk,Google
ta,tl,Google
ta,tr,Google
ta,ts,Google
ta,tt,Google
ta,tw,Google
ta,ug,Google
ta,uk,Google
ta,ur,Google
ta,uz,Google
ta,vi,Google
ta,wuu,Google
ta,xh,Google
ta,yi,Google
ta,yo,Google
ta,yue,Google
ta,zh,Google
ta,zu,Google
te,af,Google
te,am,Google
te,ar,Google
te,arz,Google
te,as,Google
te,ay,Google
te,az,Google
te,be,Google
te,be-tarask,Google
te,bg,Google
te,bho,Google
te,bm,Google
te,bn,Google
te,bs,Google
te,ca,Google
te,ceb,Google
te,ckb,Google
te,co,Google
te,cs,Google
te,cy,Google
te,da,Google
te,de,Google
te,dv,Google
te,ee,Google
te,el,Google
te,en,Google
te,eo,Google
te,es,Google
te,et,Google
te,eu,Google
te,fa,Google
te,fi,Google
te,fr,Google
te,fy,Google
te,ga,Google
te,gan,Google
te,gd,Google
te,gl,Google
te,gn,Google
te,gom,Google
te,gu,Google
te,ha,Google
te,haw,Google
te,he,Google
te,hi,Google
te,hr,Google
te,ht,Google
te,hu,Google
te,hy,Google
te,id,Google
te,ig,Google
te,ilo,Google
te,is,Google
te,it,Google
te,ja,Google
te,jv,Google
te,ka,Google
te,kk,Google
te,km,Google
te,kn,Google
te,ko,Google
te,ku,Google
te,ky,Google
te,la,Google
te,lb,Google
te,lg,Google
te,ln,Google
te,lo,Google
te,lt,Google
te,lv,Google
te,mai,Google
te,mg,Google
te,mi,Google
te,mk,Google
te,ml,Google
te,mn,Google
te,mni,Google
te,mr,Google
te,ms,Google
te,mt,Google
te,my,Google
te,ne,Google
te,nl,Google
te,no,Google
te,nso,Google
te,ny,Google
te,om,Google
te,or,Google
te,pa,Google
te,pl,Google
te,ps,Google
te,pt,Google
te,qu,Google
te,ro,Google
te,ru,Google
te,rw,Google
te,sa,Google
te,sd,Google
te,sh,Google
te,si,Google
te,simple,Google
te,sk,Google
te,sl,Google
te,sm,Google
te,sn,Google
te,so,Google
te,sq,Google
te,sr,Google
te,st,Google
te,su,Google
te,sv,Google
te,sw,Google
te,ta,Google
te,tg,Google
te,th,Google
te,ti,Google
te,tk,Google
te,tl,Google
te,tr,Google
te,ts,Google
te,tt,Google
te,tw,Google
te,ug,Google
te,uk,Google
te,ur,Google
te,uz,Google
te,vi,Google
te,wuu,Google
te,xh,Google
te,yi,Google
te,yo,Google
te,yue,Google
te,zh,Google
te,zu,Google
tg,af,Google
tg,am,Google
tg,ar,Google
tg,arz,Google
tg,as,Google
tg,ay,Google
tg,az,Google
tg,be,Google
tg,be-tarask,Google
tg,bg,Google
tg,bho,Google
tg,bm,Google
tg,bn,Google
tg,bs,Google
tg,ca,Google
tg,ceb,Google
tg,ckb,Google
tg,co,Google
tg,cs,Google
tg,cy,Google
tg,da,Google
tg,de,Google
tg,dv,Google
tg,ee,Google
tg,el,Google
tg,en,Google
tg,eo,Google
tg,es,Google
tg,et,Google
tg,eu,Google
tg,fa,Google
tg,fi,Google
tg,fr,Google
tg,fy,Google
tg,ga,Google
tg,gan,Google
tg,gd,Google
tg,gl,Google
tg,gn,Google
tg,gom,Google
tg,gu,Google
tg,ha,Google
tg,haw,Google
tg,he,Google
tg,hi,Google
tg,hr,Google
tg,ht,Google
tg,hu,Google
tg,hy,Google
tg,id,Google
tg,ig,Google
tg,ilo,Google
tg,is,Google
tg,it,Google
tg,ja,Google
tg,jv,Google
tg,ka,Google
tg,kk,Google
tg,km,Google
tg,kn,Google
tg,ko,Google
tg,ku,Google
tg,ky,Google
tg,la,Google
tg,lb,Google
tg,lg,Google
tg,ln,Google
tg,lo,Google
tg,lt,Google
tg,lv,Google
tg,mai,Google
tg,mg,Google
tg,mi,Google
tg,mk,Google
tg,ml,Google
tg,mn,Google
tg,mni,Google
tg,mr,Google
tg,ms,Google
tg,mt,Google
tg,my,Google
tg,ne,Google
tg,nl,Google
tg,no,Google
tg,nso,Google
tg,ny,Google
tg,om,Google
tg,or,Google
tg,pa,Google
tg,pl,Google
tg,ps,Google
tg,pt,Google
tg,qu,Google
tg,ro,Google
tg,ru,Google
tg,rw,Google
tg,sa,Google
tg,sd,Google
tg,sh,Google
tg,si,Google
tg,simple,Google
tg,sk,Google
tg,sl,Google
tg,sm,Google
tg,sn,Google
tg,so,Google
tg,sq,Google
tg,sr,Google
tg,st,Google
tg,su,Google
tg,sv,Google
tg,sw,Google
tg,ta,Google
tg,te,Google
tg,th,Google
tg,ti,Google
tg,tk,Google
tg,tl,Google
tg,tr,Google
tg,ts,Google
tg,tt,Google
tg,tw,Google
tg,ug,Google
tg,uk,Google
tg,ur,Google
tg,uz,Google
tg,vi,Google
tg,wuu,Google
tg,xh,Google
tg,yi,Google
tg,yo,Google
tg,yue,Google
tg,zh,Google
tg,zu,Google
th,af,Google
th,am,Google
th,ar,Google
th,arz,Google
th,as,Google
th,ay,Google
th,az,Google
th,be,Google
th,be-tarask,Google
th,bg,Google
th,bho,Google
th,bm,Google
th,bn,Google
th,bs,Google
th,ca,Google
th,ceb,Google
th,ckb,Google
th,co,Google
th,cs,Google
th,cy,Google
th,da,Google
th,de,Google
th,dv,Google
th,ee,Google
th,el,Google
th,en,Google
th,eo,Google
th,es,Google
th,et,Google
th,eu,Google
th,fa,Google
th,fi,Google
th,fr,Google
th,fy,Google
th,ga,Google
th,gan,Google
th,gd,Google
th,gl,Google
th,gn,Google
th,gom,Google
th,gu,Google
th,ha,Google
th,haw,Google
th,he,Google
th,hi,Google
th,hr,Google
th,ht,Google
th,hu,Google
th,hy,Google
th,id,Google
th,ig,Google
th,ilo,Google
th,is,Google
th,it,Google
th,ja,Google
th,jv,Google
th,ka,Google
th,kk,Google
th,km,Google
th,kn,Google
th,ko,Google
th,ku,Google
th,ky,Google
th,la,Google
th,lb,Google
th,lg,Google
th,ln,Google
th,lo,Google
th,lt,Google
th,lv,Google
th,mai,Google
th,mg,Google
th,mi,Google
th,mk,Google
th,ml,Google
th,mn,Google
th,mni,Google
th,mr,Google
th,ms,Google
th,mt,Google
th,my,Google
th,ne,Google
th,nl,Google
th,no,Google
th,nso,Google
th,ny,Google
th,om,Google
th,or,Google
th,pa,Google
th,pl,Google
th,ps,Google
th,pt,Google
th,qu,Google
th,ro,Google
th,ru,Google
th,rw,Google
th,sa,Google
th,sd,Google
th,sh,Google
th,si,Google
th,simple,Google
th,sk,Google
th,sl,Google
th,sm,Google
th,sn,Google
th,so,Google
th,sq,Google
th,sr,Google
th,st,Google
th,su,Google
th,sv,Google
th,sw,Google
th,ta,Google
th,te,Google
th,tg,Google
th,ti,Google
th,tk,Google
th,tl,Google
th,tr,Google
th,ts,Google
th,tt,Google
th,tw,Google
th,ug,Google
th,uk,Google
th,ur,Google
th,uz,Google
th,vi,Google
th,wuu,Google
th,xh,Google
th,yi,Google
th,yo,Google
th,yue,Google
th,zh,Google
th,zu,Google
ti,af,Google
ti,am,Google
ti,ar,Google
ti,arz,Google
ti,as,Google
ti,ay,Google
ti,az,Google
ti,be,Google
ti,be-tarask,Google
ti,bg,Google
ti,bho,Google
ti,bm,Google
ti,bn,Google
ti,bs,Google
ti,ca,Google
ti,ceb,Google
ti,ckb,Google
ti,co,Google
ti,cs,Google
ti,cy,Google
ti,da,Google
ti,de,Google
ti,dv,Google
ti,ee,Google
ti,el,Google
ti,en,Google
ti,eo,Google
ti,es,Google
ti,et,Google
ti,eu,Google
ti,fa,Google
ti,fi,Google
ti,fr,Google
ti,fy,Google
ti,ga,Google
ti,gan,Google
ti,gd,Google
ti,gl,Google
ti,gn,Google
ti,gom,Google
ti,gu,Google
ti,ha,Google
ti,haw,Google
ti,he,Google
ti,hi,Google
ti,hr,Google
ti,ht,Google
ti,hu,Google
ti,hy,Google
ti,id,Google
ti,ig,Google
ti,ilo,Google
ti,is,Google
ti,it,Google
ti,ja,Google
ti,jv,Google
ti,ka,Google
ti,kk,Google
ti,km,Google
ti,kn,Google
ti,ko,Google
ti,ku,Google
ti,ky,Google
ti,la,Google
ti,lb,Google
ti,lg,Google
ti,ln,Google
ti,lo,Google
ti,lt,Google
ti,lv,Google
ti,mai,Google
ti,mg,Google
ti,mi,Google
ti,mk,Google
ti,ml,Google
ti,mn,Google
ti,mni,Google
ti,mr,Google
ti,ms,Google
ti,mt,Google
ti,my,Google
ti,ne,Google
ti,nl,Google
ti,no,Google
ti,nso,Google
ti,ny,Google
ti,om,Google
ti,or,Google
ti,pa,Google
ti,pl,Google
ti,ps,Google
ti,pt,Google
ti,qu,Google
ti,ro,Google
ti,ru,Google
ti,rw,Google
ti,sa,Google
ti,sd,Google
ti,sh,Google
ti,si,Google
ti,simple,Google
ti,sk,Google
ti,sl,Google
ti,sm,Google
ti,sn,Google
ti,so,Google
ti,sq,Google
ti,sr,Google
ti,st,Google
ti,su,Google
ti,sv,Google
ti,sw,Google
ti,ta,Google
ti,te,Google
ti,tg,Google
ti,th,Google
ti,tk,Google
ti,tl,Google
ti,tr,Google
ti,ts,Google
ti,tt,Google
ti,tw,Google
ti,ug,Google
ti,uk,Google
ti,ur,Google
ti,uz,Google
ti,vi,Google
ti,wuu,Google
ti,xh,Google
ti,yi,Google
ti,yo,Google
ti,yue,Google
ti,zh,Google
ti,zu,Google
tk,af,Google
tk,am,Google
tk,ar,Google
tk,arz,Google
tk,as,Google
tk,ay,Google
tk,az,Google
tk,be,Google
tk,be-tarask,Google
tk,bg,Google
tk,bho,Google
tk,bm,Google
tk,bn,Google
tk,bs,Google
tk,ca,Google
tk,ceb,Google
tk,ckb,Google
tk,co,Google
tk,cs,Google
tk,cy,Google
tk,da,Google
tk,de,Google
tk,dv,Google
tk,ee,Google
tk,el,Google
tk,en,Google
tk,eo,Google
tk,es,Google
tk,et,Google
tk,eu,Google
tk,fa,Google
tk,fi,Google
tk,fr,Google
tk,fy,Google
tk,ga,Google
tk,gan,Google
tk,gd,Google
tk,gl,Google
tk,gn,Google
tk,gom,Google
tk,gu,Google
tk,ha,Google
tk,haw,Google
tk,he,Google
tk,hi,Google
tk,hr,Google
tk,ht,Google
tk,hu,Google
tk,hy,Google
tk,id,Google
tk,ig,Google
tk,ilo,Google
tk,is,Google
tk,it,Google
tk,ja,Google
tk,jv,Google
tk,ka,Google
tk,kk,Google
tk,km,Google
tk,kn,Google
tk,ko,Google
tk,ku,Google
tk,ky,Google
tk,la,Google
tk,lb,Google
tk,lg,Google
tk,ln,Google
tk,lo,Google
tk,lt,Google
tk,lv,Google
tk,mai,Google
tk,mg,Google
tk,mi,Google
tk,mk,Google
tk,ml,Google
tk,mn,Google
tk,mni,Google
tk,mr,Google
tk,ms,Google
tk,mt,Google
tk,my,Google
tk,ne,Google
tk,nl,Google
tk,no,Google
tk,nso,Google
tk,ny,Google
tk,om,Google
tk,or,Google
tk,pa,Google
tk,pl,Google
tk,ps,Google
tk,pt,Google
tk,qu,Google
tk,ro,Google
tk,ru,Google
tk,rw,Google
tk,sa,Google
tk,sd,Google
tk,sh,Google
tk,si,Google
tk,simple,Google
tk,sk,Google
tk,sl,Google
tk,sm,Google
tk,sn,Google
tk,so,Google
tk,sq,Google
tk,sr,Google
tk,st,Google
tk,su,Google
tk,sv,Google
tk,sw,Google
tk,ta,Google
tk,te,Google
tk,tg,Google
tk,th,Google
tk,ti,Google
tk,tl,Google
tk,tr,Google
tk,ts,Google
tk,tt,Google
tk,tw,Google
tk,ug,Google
tk,uk,Google
tk,ur,Google
tk,uz,Google
tk,vi,Google
tk,wuu,Google
tk,xh,Google
tk,yi,Google
tk,yo,Google
tk,yue,Google
tk,zh,Google
tk,zu,Google
tl,af,Google
tl,am,Google
tl,ar,Google
tl,arz,Google
tl,as,Google
tl,ay,Google
tl,az,Google
tl,be,Google
tl,be-tarask,Google
tl,bg,Google
tl,bho,Google
tl,bm,Google
tl,bn,Google
tl,bs,Google
tl,ca,Google
tl,ceb,Google
tl,ckb,Google
tl,co,Google
tl,cs,Google
tl,cy,Google
tl,da,Google
tl,de,Google
tl,dv,Google
tl,ee,Google
tl,el,Google
tl,en,Google
tl,eo,Google
tl,es,Google
tl,et,Google
tl,eu,Google
tl,fa,Google
tl,fi,Google
tl,fr,Google
tl,fy,Google
tl,ga,Google
tl,gan,Google
tl,gd,Google
tl,gl,Google
tl,gn,Google
tl,gom,Google
tl,gu,Google
tl,ha,Google
tl,haw,Google
tl,he,Google
tl,hi,Google
tl,hr,Google
tl,ht,Google
tl,hu,Google
tl,hy,Google
tl,id,Google
tl,ig,Google
tl,ilo,Google
tl,is,Google
tl,it,Google
tl,ja,Google
tl,jv,Google
tl,ka,Google
tl,kk,Google
tl,km,Google
tl,kn,Google
tl,ko,Google
tl,ku,Google
tl,ky,Google
tl,la,Google
tl,lb,Google
tl,lg,Google
tl,ln,Google
tl,lo,Google
tl,lt,Google
tl,lv,Google
tl,mai,Google
tl,mg,Google
tl,mi,Google
tl,mk,Google
tl,ml,Google
tl,mn,Google
tl,mni,Google
tl,mr,Google
tl,ms,Google
tl,mt,Google
tl,my,Google
tl,ne,Google
tl,nl,Google
tl,no,Google
tl,nso,Google
tl,ny,Google
tl,om,Google
tl,or,Google
tl,pa,Google
tl,pl,Google
tl,ps,Google
tl,pt,Google
tl,qu,Google
tl,ro,Google
tl,ru,Google
tl,rw,Google
tl,sa,Google
tl,sd,Google
tl,sh,Google
tl,si,Google
tl,simple,Google
tl,sk,Google
tl,sl,Google
tl,sm,Google
tl,sn,Google
tl,so,Google
tl,sq,Google
tl,sr,Google
tl,st,Google
tl,su,Google
tl,sv,Google
tl,sw,Google
tl,ta,Google
tl,te,Google
tl,tg,Google
tl,th,Google
tl,ti,Google
tl,tk,Google
tl,tr,Google
tl,ts,Google
tl,tt,Google
tl,tw,Google
tl,ug,Google
tl,uk,Google
tl,ur,Google
tl,uz,Google
tl,vi,Google
tl,wuu,Google
tl,xh,Google
tl,yi,Google
tl,yo,Google
tl,yue,Google
tl,zh,Google
tl,zu,Google
tr,af,Google
tr,am,Google
tr,ar,Google
tr,arz,Google
tr,as,Google
tr,ay,Google
tr,az,Google
tr,be,Google
tr,be-tarask,Google
tr,bg,Google
tr,bho,Google
tr,bm,Google
tr,bn,Google
tr,bs,Google
tr,ca,Google
tr,ceb,Google
tr,ckb,Google
tr,co,Google
tr,cs,Google
tr,cy,Google
tr,da,Google
tr,de,Google
tr,dv,Google
tr,ee,Google
tr,el,Google
tr,en,Google
tr,eo,Google
tr,es,Google
tr,et,Google
tr,eu,Google
tr,fa,Google
tr,fi,Google
tr,fr,Google
tr,fy,Google
tr,ga,Google
tr,gan,Google
tr,gd,Google
tr,gl,Google
tr,gn,Google
tr,gom,Google
tr,gu,Google
tr,ha,Google
tr,haw,Google
tr,he,Google
tr,hi,Google
tr,hr,Google
tr,ht,Google
tr,hu,Google
tr,hy,Google
tr,id,Google
tr,ig,Google
tr,ilo,Google
tr,is,Google
tr,it,Google
tr,ja,Google
tr,jv,Google
tr,ka,Google
tr,kk,Google
tr,km,Google
tr,kn,Google
tr,ko,Google
tr,ku,Google
tr,ky,Google
tr,la,Google
tr,lb,Google
tr,lg,Google
tr,ln,Google
tr,lo,Google
tr,lt,Google
tr,lv,Google
tr,mai,Google
tr,mg,Google
tr,mi,Google
tr,mk,Google
tr,ml,Google
tr,mn,Google
tr,mni,Google
tr,mr,Google
tr,ms,Google
tr,mt,Google
tr,my,Google
tr,ne,Google
tr,nl,Google
tr,no,Google
tr,nso,Google
tr,ny,Google
tr,om,Google
tr,or,Google
tr,pa,Google
tr,pl,Google
tr,ps,Google
tr,pt,Google
tr,qu,Google
tr,ro,Google
tr,ru,Google
tr,rw,Google
tr,sa,Google
tr,sd,Google
tr,sh,Google
tr,si,Google
tr,simple,Google
tr,sk,Google
tr,sl,Google
tr,sm,Google
tr,sn,Google
tr,so,Google
tr,sq,Google
tr,sr,Google
tr,st,Google
tr,su,Google
tr,sv,Google
tr,sw,Google
tr,ta,Google
tr,te,Google
tr,tg,Google
tr,th,Google
tr,ti,Google
tr,tk,Google
tr,tl,Google
tr,ts,Google
tr,tt,Google
tr,tw,Google
tr,ug,Google
tr,uk,Google
tr,ur,Google
tr,uz,Google
tr,vi,Google
tr,wuu,Google
tr,xh,Google
tr,yi,Google
tr,yo,Google
tr,yue,Google
tr,zh,Google
tr,zu,Google
ts,af,Google
ts,am,Google
ts,ar,Google
ts,arz,Google
ts,as,Google
ts,ay,Google
ts,az,Google
ts,be,Google
ts,be-tarask,Google
ts,bg,Google
ts,bho,Google
ts,bm,Google
ts,bn,Google
ts,bs,Google
ts,ca,Google
ts,ceb,Google
ts,ckb,Google
ts,co,Google
ts,cs,Google
ts,cy,Google
ts,da,Google
ts,de,Google
ts,dv,Google
ts,ee,Google
ts,el,Google
ts,en,Google
ts,eo,Google
ts,es,Google
ts,et,Google
ts,eu,Google
ts,fa,Google
ts,fi,Google
ts,fr,Google
ts,fy,Google
ts,ga,Google
ts,gan,Google
ts,gd,Google
ts,gl,Google
ts,gn,Google
ts,gom,Google
ts,gu,Google
ts,ha,Google
ts,haw,Google
ts,he,Google
ts,hi,Google
ts,hr,Google
ts,ht,Google
ts,hu,Google
ts,hy,Google
ts,id,Google
ts,ig,Google
ts,ilo,Google
ts,is,Google
ts,it,Google
ts,ja,Google
ts,jv,Google
ts,ka,Google
ts,kk,Google
ts,km,Google
ts,kn,Google
ts,ko,Google
ts,ku,Google
ts,ky,Google
ts,la,Google
ts,lb,Google
ts,lg,Google
ts,ln,Google
ts,lo,Google
ts,lt,Google
ts,lv,Google
ts,mai,Google
ts,mg,Google
ts,mi,Google
ts,mk,Google
ts,ml,Google
ts,mn,Google
ts,mni,Google
ts,mr,Google
ts,ms,Google
ts,mt,Google
ts,my,Google
ts,ne,Google
ts,nl,Google
ts,no,Google
ts,nso,Google
ts,ny,Google
ts,om,Google
ts,or,Google
ts,pa,Google
ts,pl,Google
ts,ps,Google
ts,pt,Google
ts,qu,Google
ts,ro,Google
ts,ru,Google
ts,rw,Google
ts,sa,Google
ts,sd,Google
ts,sh,Google
ts,si,Google
ts,simple,Google
ts,sk,Google
ts,sl,Google
ts,sm,Google
ts,sn,Google
ts,so,Google
ts,sq,Google
ts,sr,Google
ts,st,Google
ts,su,Google
ts,sv,Google
ts,sw,Google
ts,ta,Google
ts,te,Google
ts,tg,Google
ts,th,Google
ts,ti,Google
ts,tk,Google
ts,tl,Google
ts,tr,Google
ts,tt,Google
ts,tw,Google
ts,ug,Google
ts,uk,Google
ts,ur,Google
ts,uz,Google
ts,vi,Google
ts,wuu,Google
ts,xh,Google
ts,yi,Google
ts,yo,Google
ts,yue,Google
ts,zh,Google
ts,zu,Google
tt,af,Google
tt,am,Google
tt,ar,Google
tt,arz,Google
tt,as,Google
tt,ay,Google
tt,az,Google
tt,be,Google
tt,be-tarask,Google
tt,bg,Google
tt,bho,Google
tt,bm,Google
tt,bn,Google
tt,bs,Google
tt,ca,Google
tt,ceb,Google
tt,ckb,Google
tt,co,Google
tt,cs,Google
tt,cy,Google
tt,da,Google
tt,de,Google
tt,dv,Google
tt,ee,Google
tt,el,Google
tt,en,Google
tt,eo,Google
tt,es,Google
tt,et,Google
tt,eu,Google
tt,fa,Google
tt,fi,Google
tt,fr,Google
tt,fy,Google
tt,ga,Google
tt,gan,Google
tt,gd,Google
tt,gl,Google
tt,gn,Google
tt,gom,Google
tt,gu,Google
tt,ha,Google
tt,haw,Google
tt,he,Google
tt,hi,Google
tt,hr,Google
tt,ht,Google
tt,hu,Google
tt,hy,Google
tt,id,Google
tt,ig,Google
tt,ilo,Google
tt,is,Google
tt,it,Google
tt,ja,Google
tt,jv,Google
tt,ka,Google
tt,kk,Google
tt,km,Google
tt,kn,Google
tt,ko,Google
tt,ku,Google
tt,ky,Google
tt,la,Google
tt,lb,Google
tt,lg,Google
tt,ln,Google
tt,lo,Google
tt,lt,Google
tt,lv,Google
tt,mai,Google
tt,mg,Google
tt,mi,Google
tt,mk,Google
tt,ml,Google
tt,mn,Google
tt,mni,Google
tt,mr,Google
tt,ms,Google
tt,mt,Google
tt,my,Google
tt,ne,Google
tt,nl,Google
tt,no,Google
tt,nso,Google
tt,ny,Google
tt,om,Google
tt,or,Google
tt,pa,Google
tt,pl,Google
tt,ps,Google
tt,pt,Google
tt,qu,Google
tt,ro,Google
tt,ru,Google
tt,rw,Google
tt,sa,Google
tt,sd,Google
tt,sh,Google
tt,si,Google
tt,simple,Google
tt,sk,Google
tt,sl,Google
tt,sm,Google
tt,sn,Google
tt,so,Google
tt,sq,Google
tt,sr,Google
tt,st,Google
tt,su,Google
tt,sv,Google
tt,sw,Google
tt,ta,Google
tt,te,Google
tt,tg,Google
tt,th,Google
tt,ti,Google
tt,tk,Google
tt,tl,Google
tt,tr,Google
tt,ts,Google
tt,tw,Google
tt,ug,Google
tt,uk,Google
tt,ur,Google
tt,uz,Google
tt,vi,Google
tt,wuu,Google
tt,xh,Google
tt,yi,Google
tt,yo,Google
tt,yue,Google
tt,zh,Google
tt,zu,Google
tw,af,Google
tw,am,Google
tw,ar,Google
tw,arz,Google
tw,as,Google
tw,ay,Google
tw,az,Google
tw,be,Google
tw,be-tarask,Google
tw,bg,Google
tw,bho,Google
tw,bm,Google
tw,bn,Google
tw,bs,Google
tw,ca,Google
tw,ceb,Google
tw,ckb,Google
tw,co,Google
tw,cs,Google
tw,cy,Google
tw,da,Google
tw,de,Google
tw,dv,Google
tw,ee,Google
tw,el,Google
tw,en,Google
tw,eo,Google
tw,es,Google
tw,et,Google
tw,eu,Google
tw,fa,Google
tw,fi,Google
tw,fr,Google
tw,fy,Google
tw,ga,Google
tw,gan,Google
tw,gd,Google
tw,gl,Google
tw,gn,Google
tw,gom,Google
tw,gu,Google
tw,ha,Google
tw,haw,Google
tw,he,Google
tw,hi,Google
tw,hr,Google
tw,ht,Google
tw,hu,Google
tw,hy,Google
tw,id,Google
tw,ig,Google
tw,ilo,Google
tw,is,Google
tw,it,Google
tw,ja,Google
tw,jv,Google
tw,ka,Google
tw,kk,Google
tw,km,Google
tw,kn,Google
tw,ko,Google
tw,ku,Google
tw,ky,Google
tw,la,Google
tw,lb,Google
tw,lg,Google
tw,ln,Google
tw,lo,Google
tw,lt,Google
tw,lv,Google
tw,mai,Google
tw,mg,Google
tw,mi,Google
tw,mk,Google
tw,ml,Google
tw,mn,Google
tw,mni,Google
tw,mr,Google
tw,ms,Google
tw,mt,Google
tw,my,Google
tw,ne,Google
tw,nl,Google
tw,no,Google
tw,nso,Google
tw,ny,Google
tw,om,Google
tw,or,Google
tw,pa,Google
tw,pl,Google
tw,ps,Google
tw,pt,Google
tw,qu,Google
tw,ro,Google
tw,ru,Google
tw,rw,Google
tw,sa,Google
tw,sd,Google
tw,sh,Google
tw,si,Google
tw,simple,Google
tw,sk,Google
tw,sl,Google
tw,sm,Google
tw,sn,Google
tw,so,Google
tw,sq,Google
tw,sr,Google
tw,st,Google
tw,su,Google
tw,sv,Google
tw,sw,Google
tw,ta,Google
tw,te,Google
tw,tg,Google
tw,th,Google
tw,ti,Google
tw,tk,Google
tw,tl,Google
tw,tr,Google
tw,ts,Google
tw,tt,Google
tw,ug,Google
tw,uk,Google
tw,ur,Google
tw,uz,Google
tw,vi,Google
tw,wuu,Google
tw,xh,Google
tw,yi,Google
tw,yo,Google
tw,yue,Google
tw,zh,Google
tw,zu,Google
ug,af,Google
ug,am,Google
ug,ar,Google
ug,arz,Google
ug,as,Google
ug,ay,Google
ug,az,Google
ug,be,Google
ug,be-tarask,Google
ug,bg,Google
ug,bho,Google
ug,bm,Google
ug,bn,Google
ug,bs,Google
ug,ca,Google
ug,ceb,Google
ug,ckb,Google
ug,co,Google
ug,cs,Google
ug,cy,Google
ug,da,Google
ug,de,Google
ug,dv,Google
ug,ee,Google
ug,el,Google
ug,en,Google
ug,eo,Google
ug,es,Google
ug,et,Google
ug,eu,Google
ug,fa,Google
ug,fi,Google
ug,fr,Google
ug,fy,Google
ug,ga,Google
ug,gan,Google
ug,gd,Google
ug,gl,Google
ug,gn,Google
ug,gom,Google
ug,gu,Google
ug,ha,Google
ug,haw,Google
ug,he,Google
ug,hi,Google
ug,hr,Google
ug,ht,Google
ug,hu,Google
ug,hy,Google
ug,id,Google
ug,ig,Google
ug,ilo,Google
ug,is,Google
ug,it,Google
ug,ja,Google
ug,jv,Google
ug,ka,Google
ug,kk,Google
ug,km,Google
ug,kn,Google
ug,ko,Google
ug,ku,Google
ug,ky,Google
ug,la,Google
ug,lb,Google
ug,lg,Google
ug,ln,Google
ug,lo,Google
ug,lt,Google
ug,lv,Google
ug,mai,Google
ug,mg,Google
ug,mi,Google
ug,mk,Google
ug,ml,Google
ug,mn,Google
ug,mni,Google
ug,mr,Google
ug,ms,Google
ug,mt,Google
ug,my,Google
ug,ne,Google
ug,nl,Google
ug,no,Google
ug,nso,Google
ug,ny,Google
ug,om,Google
ug,or,Google
ug,pa,Google
ug,pl,Google
ug,ps,Google
ug,pt,Google
ug,qu,Google
ug,ro,Google
ug,ru,Google
ug,rw,Google
ug,sa,Google
ug,sd,Google
ug,sh,Google
ug,si,Google
ug,simple,Google
ug,sk,Google
ug,sl,Google
ug,sm,Google
ug,sn,Google
ug,so,Google
ug,sq,Google
ug,sr,Google
ug,st,Google
ug,su,Google
ug,sv,Google
ug,sw,Google
ug,ta,Google
ug,te,Google
ug,tg,Google
ug,th,Google
ug,ti,Google
ug,tk,Google
ug,tl,Google
ug,tr,Google
ug,ts,Google
ug,tt,Google
ug,tw,Google
ug,uk,Google
ug,ur,Google
ug,uz,Google
ug,vi,Google
ug,wuu,Google
ug,xh,Google
ug,yi,Google
ug,yo,Google
ug,yue,Google
ug,zh,Google
ug,zu,Google
uk,af,Google
uk,am,Google
uk,ar,Google
uk,arz,Google
uk,as,Google
uk,ay,Google
uk,az,Google
uk,be,Google
uk,be-tarask,Google
uk,bg,Google
uk,bho,Google
uk,bm,Google
uk,bn,Google
uk,bs,Google
uk,ca,Google
uk,ceb,Google
uk,ckb,Google
uk,co,Google
uk,cs,Google
uk,cy,Google
uk,da,Google
uk,de,Google
uk,dv,Google
uk,ee,Google
uk,el,Google
uk,en,Google
uk,eo,Google
uk,es,Google
uk,et,Google
uk,eu,Google
uk,fa,Google
uk,fi,Google
uk,fr,Google
uk,fy,Google
uk,ga,Google
uk,gan,Google
uk,gd,Google
uk,gl,Google
uk,gn,Google
uk,gom,Google
uk,gu,Google
uk,ha,Google
uk,haw,Google
uk,he,Google
uk,hi,Google
uk,hr,Google
uk,ht,Google
uk,hu,Google
uk,hy,Google
